,name,category
4992,Diadium 2 mg 10 Tablet,diare-1
4993,Diagro 20 mg/5 ml Syrup 60 ml,diare-1
4994,Diapet 4 Kapsul,diare-1
4995,Diaramid 10 Tablet,diare-1
4996,Diastrix 2 mg 10 Tablet,diare-1
4997,Entrostop Anak Sirup 10 ml,diare-1
4998,Fitrazinc 20 mg/5 ml Sirup 60 ml,diare-1
4999,Gradilex 2 mg 10 Tablet,diare-1
5000,Holizinc 20 mg 10 Tablet,diare-1
5001,Holizinc Sirup 60 ml,diare-1
5002,Imodiar 2 mg 10 Tablet,diare-1
5003,Imosa 2 mg 6 Tablet,diare-1
5004,Interzinc 20 mg 10 Tablet,diare-1
5005,Kanina Suspensi 60 ml,diare-1
5006,Lecozinc 10 Tablet,diare-1
5007,Lecozinc Sirup 60 ml,diare-1
5008,Lexadium 2 mg 6 Tablet,diare-1
5009,Loremid 2mg 10 Tablet,diare-1
5010,Neo Asta Suspensi 60 ml,diare-1
5011,Neo Diaform 10 Tablet,diare-1
5012,Neo Kaocitin Sirup 60 ml,diare-1
5013,Neo Koniform 600 mg 4 Kaplet,diare-1
5014,New Antides 10 Tablet,diare-1
5015,New Sybarin 10 Tablet,diare-1
5016,Normudal 2 mg 10 Tablet,diare-1
5017,Novadiar Suspensi 60 ml,diare-1
5018,Omegdiar Suspensi 60 ml,diare-1
5019,Opidiar Suspensi 120 ml,diare-1
5020,Opox 2 mg 10 Tablet,diare-1
5021,Pedizinc Sirup 60 ml,diare-1
5022,Pharolit Sitrat Powder,diare-1
5023,RZ-20 Sirup 60 ml,diare-1
5024,Renamid 2 mg 10 Tablet,diare-1
5025,Rhomuz 2 mg 10 Tablet,diare-1
5026,Trozinc Syrup 60 ml,diare-1
5027,Xepare 2 mg 10 Tablet,diare-1
5028,Zanic Sirup 100 ml,diare-1
5029,Zidiar Sirup 60 ml,diare-1
5030,Zinkid 20 mg 10 Tablet,diare-1
5031,Zircum Kid 10 Tablet,diare-1
5032,Zircum Kid Sirup 20mg/5ml 60ml,diare-1
5033,Combantrin Jeruk Sirup 10 ml,infeksi-cacing
5034,Combantrin 250 mg 2 Tablet,infeksi-cacing
5035,Albendazole 400 mg 10 Tablet Kunyah,infeksi-cacing
5036,Combantrin 125 mg 4 Tablet,infeksi-cacing
5037,Combantrin 250 mg 3 Strip (2 Tablet/Strip) - Hemat Borongan,infeksi-cacing
5038,Combantrin Jeruk Sirup 10 ml 3 Botol - Hemat Borongan,infeksi-cacing
5039,Vermox Tablet 500 mg,infeksi-cacing
5040,Vermox Tablet 500 mg 2 Tablet - Hemat Borongan,infeksi-cacing
5041,Askamex 25 mg 4 Tablet,infeksi-cacing
5042,Combantrin 125 mg 3 Strip (4 Tablet/Strip) - Hemat Borongan,infeksi-cacing
5043,Combicitrine Sirup 10 ml,infeksi-cacing
5044,Konvermex 125 mg 4 Kaplet,infeksi-cacing
5045,Konvermex 250 mg 2 Kaplet,infeksi-cacing
5046,Konvermex Suspensi 125 mg 10 ml,infeksi-cacing
5047,Konvermex Suspensi 250 mg 10 ml,infeksi-cacing
5048,Neo Ultraxon Sirup 15 ml,infeksi-cacing
5049,Pyrantel 125 mg 4 Kapsul,infeksi-cacing
5050,Vermoran 500 mg Tablet,infeksi-cacing
5051,Wormetrin 250 mg 2 Kaplet,infeksi-cacing
5052,Ardium 500 mg 15 Tablet,sembelit-dan-wasir
5053,Lactulax Sirup 60 ml,sembelit-dan-wasir
5054,Borraginol-S Suppositoria,sembelit-dan-wasir
5055,Microlax Gel 5 ml,sembelit-dan-wasir
5056,Ambeven 10 Kapsul,sembelit-dan-wasir
5057,Borraginol-S Salep 15 g,sembelit-dan-wasir
5058,Lactulax Sirup 120 ml,sembelit-dan-wasir
5059,Dulcolax 5 mg 10 Tablet,sembelit-dan-wasir
5060,Fibrefirst 15 Sachet,sembelit-dan-wasir
5061,Faktu Salep,sembelit-dan-wasir
5062,Borraginol-N Salep 15 g,sembelit-dan-wasir
5063,Borraginol N Suppositoria,sembelit-dan-wasir
5064,Dulcolax 5 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,sembelit-dan-wasir
5065,Dulcolax 5 mg 4 Tablet,sembelit-dan-wasir
5066,Laxadine Emulsi 60 ml,sembelit-dan-wasir
5067,Microlax Gel 5 ml 2 Tube - Hemat Borongan,sembelit-dan-wasir
5068,Ambeven 3 Blister (10 Kapsul/Blister) - Hemat Borongan,sembelit-dan-wasir
5069,Faktu 5 Suppositoria - Hemat Borongan,sembelit-dan-wasir
5070,Microlax Family Gel 3 Tube,sembelit-dan-wasir
5071,Ardium 1000 mg 10 Tablet,sembelit-dan-wasir
5072,Dulcolactol Sirup 60 ml,sembelit-dan-wasir
5073,Dulcolax 5 mg 5 Strip (4 Tablet/Strip) - Hemat Borongan,sembelit-dan-wasir
5074,Dulcolax Adult 10 mg 5 Suppositoria,sembelit-dan-wasir
5075,Faktu Suppositoria,sembelit-dan-wasir
5076,Laxing 10 Kapsul,sembelit-dan-wasir
5077,Pedilax 17 g 1 Sachet,sembelit-dan-wasir
5078,Vegeta Herbal 2 Box (6 Sachet/Box) - Hemat Borongan,sembelit-dan-wasir
5079,Venaron 300 mg 10 Kapsul,sembelit-dan-wasir
5080,Antihemoroid 2 g Suppositoria,sembelit-dan-wasir
5081,Ardium 500 mg 2 Blister (15 Tablet/Blister) - Hemat Borongan,sembelit-dan-wasir
5082,Bisacodyl 5 mg 10 Tablet,sembelit-dan-wasir
5083,Custodiol 5 mg 10 Tablet,sembelit-dan-wasir
5084,Dulcolax Pediatric 5 mg 6 Suppositoria,sembelit-dan-wasir
5085,Fleet Enema 133 ml,sembelit-dan-wasir
5086,Haemocaine Salep 15 g,sembelit-dan-wasir
5087,Hesroid Kapsul 500 mg,sembelit-dan-wasir
5088,Lactulax Rasa Coklat Sirup 200 ml,sembelit-dan-wasir
5089,Laxadine Emulsi 110 ml,sembelit-dan-wasir
5090,Laxadine Sirup 30 ml,sembelit-dan-wasir
5091,Laxing 3 Strip (10 Kapsul/Strip) - Hemat Borongan,sembelit-dan-wasir
5092,Laxing 4 Kapsul,sembelit-dan-wasir
5093,Microlax Family Gel 2 Box (3 Tube/Box) - Hemat Borongan,sembelit-dan-wasir
5094,Opilax Sirup 120 ml,sembelit-dan-wasir
5095,Ultraproct-N Cream 10 g,sembelit-dan-wasir
5096,Ultraproct-N Suppositoria,sembelit-dan-wasir
5097,Vegeta Herbal 6 Sachet,sembelit-dan-wasir
5098,Venosmil Gel,sembelit-dan-wasir
5099,Ambesir 12 Kapsul,sembelit-dan-wasir
5100,Ambesir 24 Kapsul,sembelit-dan-wasir
5101,Amvar 6 Kaplet,sembelit-dan-wasir
5102,Anadium 10 Kaplet,sembelit-dan-wasir
5103,Anoral 30 Kapsul,sembelit-dan-wasir
5104,Borobudur Busir 100 Kapsul,sembelit-dan-wasir
5105,Borobudur Wasir 100 Pil,sembelit-dan-wasir
5106,Borobudur Wasir 12 Kapsul,sembelit-dan-wasir
5107,Ciflon 6 Kaplet,sembelit-dan-wasir
5108,Constipen Sirup 120 ml,sembelit-dan-wasir
5109,Constuloz Sirup 120 ml,sembelit-dan-wasir
5110,Dulcolactol Sirup 60 ml 2 Botol - Hemat Borongan,sembelit-dan-wasir
5111,Duphalac Sirup 200 ml,sembelit-dan-wasir
5112,Dynalax 60 ml,sembelit-dan-wasir
5113,Elroid 10 Kaplet,sembelit-dan-wasir
5114,Fleet Phosposoda 45 ml,sembelit-dan-wasir
5115,Fosen Enema,sembelit-dan-wasir
5116,Graphalac Sirup 120 ml,sembelit-dan-wasir
5117,H2 Health & Happiness Hemorid 12 Kapsul,sembelit-dan-wasir
5118,Hemocap 4 Kapsul,sembelit-dan-wasir
5119,Hemorid 6 Kapsul,sembelit-dan-wasir
5120,Hemorogard 10 Kapsul,sembelit-dan-wasir
5121,Hesmin 6 Kaplet,sembelit-dan-wasir
5122,Jamu Iboe Natural Drink Lidah Buaya 5 Sachet,sembelit-dan-wasir
5123,Kompolax Sirup 60 ml,sembelit-dan-wasir
5124,L-Lax Gel 5 ml,sembelit-dan-wasir
5125,Lacons Sirup 60 ml,sembelit-dan-wasir
5126,Laxadilac Sirup 60 ml,sembelit-dan-wasir
5127,Laxadine Sirup 60 ml 2 Botol - Hemat Borongan,sembelit-dan-wasir
5128,Laxana 5 mg 10 Tablet,sembelit-dan-wasir
5129,Laxarec Gel 5 ml,sembelit-dan-wasir
5130,Laxatab 6 Tablet,sembelit-dan-wasir
5131,Laxsanbe 4 Kapsul,sembelit-dan-wasir
5132,Litoxa 30 Kapsul,sembelit-dan-wasir
5133,Mediven 500mg 6 Kapsul,sembelit-dan-wasir
5134,Neodulax 5 mg 4 Tablet,sembelit-dan-wasir
5135,Nosirax 10 Kapsul,sembelit-dan-wasir
5136,Nutrafor Wazzir 4 Kapsul,sembelit-dan-wasir
5137,Opilax Sirup 60 ml,sembelit-dan-wasir
5138,Pralax Sirup 100 ml,sembelit-dan-wasir
5139,Purgatix Enema 133 ml,sembelit-dan-wasir
5140,Solac Sirup 120 ml,sembelit-dan-wasir
5141,Stolax Suppositoria,sembelit-dan-wasir
5142,Triolax Suppositoria,sembelit-dan-wasir
5143,Vedium 10 Kaplet,sembelit-dan-wasir
5144,Vegeta Scrubber 6 Sachet,sembelit-dan-wasir
5145,Venaron 300 mg 4 Kapsul,sembelit-dan-wasir
5146,Venaron Hd 10 Kaplet,sembelit-dan-wasir
5147,Veridin 6 Tablet,sembelit-dan-wasir
5148,Cetirizine 10 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,obat-alergi
5149,Lerzin 10 mg 10 Kapsul,obat-alergi
5150,Cetirgi 10 mg 10 Tablet,obat-alergi
5151,Cetirizine 10 mg 10 Tablet,obat-alergi
5152,Alloris 10 mg 10 Tablet,obat-alergi
5153,Dextamine 10 Tablet,obat-alergi
5154,Colergis Sirup 60 ml,obat-alergi
5155,Loratadine 10 mg 10 Tablet,obat-alergi
5156,Ryvel Drops 10 ml,obat-alergi
5157,Cerini 10 mg 10 Kaplet,obat-alergi
5158,Cerini Sirup 60 ml,obat-alergi
5159,Dexteem Plus 10 Tablet,obat-alergi
5160,Ryvel Sirup 60 ml,obat-alergi
5161,Telfast 60 mg 10 Tablet,obat-alergi
5162,CTM 4 mg 12 Tablet,obat-alergi
5163,Ocuson 10 Tablet,obat-alergi
5164,Incidal-OD 4 Kapsul,obat-alergi
5165,Bufacomb Cream 5 gr,obat-alergi
5166,Incidal-OD 3 Strip (4 Kapsul/Strip) - Hemat Borongan,obat-alergi
5167,Aerius 5 mg 15 Tablet,obat-alergi
5168,Avocel 5 mg 10 Tablet,obat-alergi
5169,Ctm (Chlorpheniramine Maleate) 4 mg 10 Tablet,obat-alergi
5170,Lerzin Drops 15 ml,obat-alergi
5171,Loratadine 10 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,obat-alergi
5172,Cerini Drop 20 ml,obat-alergi
5173,Ceteme 12 Tablet,obat-alergi
5174,Grafachlor 10 Kaplet,obat-alergi
5175,Interhistin 50 mg 10 Tablet,obat-alergi
5176,Lerzin 5 mg/ 5 ml Sirup 60 ml,obat-alergi
5177,Bestalin 25 mg 10 Tablet,obat-alergi
5178,Claritin 10 mg 10 Tablet,obat-alergi
5179,Ozen 10 mg 10 Tablet,obat-alergi
5180,Pronicy 4 mg 10 Kaplet,obat-alergi
5181,Telfast 120 mg 10 Tablet,obat-alergi
5182,Alleron 4 mg 10 Kaplet,obat-alergi
5183,Dextamine 3 Strip (10 Tablet/Strip) - Hemat Borongan,obat-alergi
5184,Intrizin Sirup 60 ml,obat-alergi
5185,Lerzin 10 mg 3 Strip (10 Kapsul/Strip) - Hemat Borongan,obat-alergi
5186,Mexon 10 Tablet,obat-alergi
5187,Ozen Sirup 60 ml,obat-alergi
5188,Ryvel 10 mg 10 Tablet,obat-alergi
5189,Telfast 180 mg 10 Tablet,obat-alergi
5190,Aerius Sirup 60 ml,obat-alergi
5191,Alegi 10 Tablet,obat-alergi
5192,Alergia Sirup 60 ml,obat-alergi
5193,Alergine 10 mg 10 Tablet,obat-alergi
5194,Alerhis Loratadine 10 mg 4 Kaplet,obat-alergi
5195,Allohex 10 Tablet,obat-alergi
5196,Biolergy 50 mg 10 Tablet,obat-alergi
5197,Bufacaryl 10 Kaplet,obat-alergi
5198,Cerini 10 mg 3 Strip (10 Kaplet/Strip) - Hemat Borongan,obat-alergi
5199,Cetinal 10 mg 10 Tablet Kunyah,obat-alergi
5200,Cetinal Syrup 60 ml,obat-alergi
5201,Cetrin 10 mg 10 Tablet,obat-alergi
5202,Claritin 10 mg 5 Tablet,obat-alergi
5203,Colergis 10 Tablet,obat-alergi
5204,Corizine 10 mg 10 Tablet,obat-alergi
5205,Cortamine Sirup 60 ml,obat-alergi
5206,Destavell Sirup 60 ml,obat-alergi
5207,Dextaco Sirup 60 ml,obat-alergi
5208,Heptasan 4 mg 10 Tablet,obat-alergi
5209,Histapan 50mg 10 Tablet,obat-alergi
5210,Histrine 10 mg 10 Tablet,obat-alergi
5211,Histrine Sirup 60ml,obat-alergi
5212,Hufabethamin Sirup 60 ml,obat-alergi
5213,Indal CTN 10 Tablet,obat-alergi
5214,Intrizin 10 mg 10 Tablet,obat-alergi
5215,Intrizin Drops 15 ml,obat-alergi
5216,Inversyn 10 mg 10 Tablet,obat-alergi
5217,Orphen 4 mg 10 Kaplet,obat-alergi
5218,Oxtin 30 mg 10 Tablet,obat-alergi
5219,Ozen Drops 12 ml,obat-alergi
5220,Polofar Plus 10 Kaplet,obat-alergi
5221,Rupafin 10 mg 10 Tablet,obat-alergi
5222,Ryvel Sirup 60 ml 2 Botol - Hemat Borongan,obat-alergi
5223,Soldextam 10 Kaplet,obat-alergi
5224,Telfast 60 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,obat-alergi
5225,Tiriz 10 mg 10 Tablet,obat-alergi
5226,Tiriz 10 mg/ml Drops,obat-alergi
5227,Winatin 10 mg 10 Tablet,obat-alergi
5228,Xybat 5 mg 10 Tablet,obat-alergi
5229,Xyzal 5 mg 10 Tablet,obat-alergi
5230,Aerius 5 mg 2 Strip (15 Tablet/Strip) - Hemat Borongan,obat-alergi
5231,Alcet Sirup 60 ml,obat-alergi
5232,Alermax Tablet 10 Tablet,obat-alergi
5233,Alernitis 10 mg 10 Tablet,obat-alergi
5234,Alerzin 10 mg 10 Tablet,obat-alergi
5235,Alerzin Sirup 60 ml,obat-alergi
5236,Allergen 4 mg 10 Kaplet,obat-alergi
5237,Alloris Sirup 60 ml,obat-alergi
5238,BDM Sirup 60 ml,obat-alergi
5239,Bestalin Sirup 100 ml,obat-alergi
5240,Capritazin 5 mg/ml Sirup 60 ml,obat-alergi
5241,Capritazin Drops 20 ml,obat-alergi
5242,Celestik 10 Tablet,obat-alergi
5243,Cerini Sirup 60 ml 2 Botol - Hemat Borongan,obat-alergi
5244,Ceteem 4 mg 10 Tablet,obat-alergi
5245,Cetirgi Sirup 60 ml,obat-alergi
5246,Cetrol 10 mg 10 Tablet,obat-alergi
5247,Cetymin 10 mg 10 Tablet,obat-alergi
5248,Cetzin Sirup 60 ml,obat-alergi
5249,Clarihis 10 mg 10 Tablet,obat-alergi
5250,Claritin 10 mg 3 Strip (10 Tablet/Strip) - Hemat Borongan,obat-alergi
5251,Claritin 10 mg 3 Strip (5 Tablet/Strip) - Hemat Borongan,obat-alergi
5252,Claritin Sirup 60 ml,obat-alergi
5253,Claritin Sirup 60 ml 2 Botol - Hemat Borongan,obat-alergi
5254,Colergis 2 Strip (10 Tablet/Strip) - Hemat Borongan,obat-alergi
5255,Colergis Sirup 60 ml 2 Botol - Hemat Borongan,obat-alergi
5256,Cortamine Tablet,obat-alergi
5257,Cronitin 10 mg 10 Tablet,obat-alergi
5258,Cydifar 4 mg 10 Kapsul,obat-alergi
5259,Dehista 4 mg 10 Kaplet,obat-alergi
5260,Desdin Sirup 60 ml,obat-alergi
5261,Desloratadine 5 mg 10 Tablet,obat-alergi
5262,Deslotine 5 mg 10 Tablet,obat-alergi
5263,Destavell 2.5 mg ODT 10 Tablet,obat-alergi
5264,Destavell 5 mg 10 Tablet,obat-alergi
5265,Dexclosan 10 Tablet,obat-alergi
5266,Dexteem 10 Tablet,obat-alergi
5267,Domesone 10 Kaplet,obat-alergi
5268,Durocort Syrup 60 ml,obat-alergi
5269,Erphacyp 4 mg 10 Kaplet,obat-alergi
5270,Eslor Sirup 60 ml,obat-alergi
5271,Estin Drop 10 ml,obat-alergi
5272,Estin Sirup 60 ml,obat-alergi
5273,Etadexta 10 Kaplet,obat-alergi
5274,Falergi 10 mg 10 Tablet,obat-alergi
5275,Fexoven Od 120 mg 10 Tablet,obat-alergi
5276,Frizin Sirup 60 ml,obat-alergi
5277,Graperide 4 mg 10 Tablet,obat-alergi
5278,Hislorex 10 Tablet,obat-alergi
5279,Histaklor 2 mg 10 Tablet,obat-alergi
5280,Histrine Drop 10ml,obat-alergi
5281,Histrine FT 10 mg 10 Tablet,obat-alergi
5282,Histrine Levo 10 Tablet,obat-alergi
5283,Homoclomin 10 mg 10 Tablet,obat-alergi
5284,Hufadextamin / Hufadexta-M 10 Kaplet,obat-alergi
5285,Hufarizine 5 mg/ 5 ml Sirup 60 ml,obat-alergi
5286,Imunex Sirup 60 ml,obat-alergi
5287,Inclarin 10 mg 10 Tablet,obat-alergi
5288,Interhistin Sirup 60 ml,obat-alergi
5289,Klinset 10 mg 10 Kaplet,obat-alergi
5290,L-Falergi 5 mg 10 Tablet,obat-alergi
5291,Lesidas 10 mg 10 Tablet,obat-alergi
5292,Levocetirizine 5 mg 10 Tablet,obat-alergi
5293,Lexahist 4 mg 10 Tablet,obat-alergi
5294,Licidal 10 mg 10 Tablet,obat-alergi
5295,Licidal 5 mg/5 ml Sirup 60 ml,obat-alergi
5296,Loracor 10 mg 10 Tablet,obat-alergi
5297,Loran 10 mg 10 Tablet,obat-alergi
5298,Lorihis 10 mg 10 Tablet,obat-alergi
5299,Lorihis Sirup 60ml,obat-alergi
5300,Lorson 10 Kaplet,obat-alergi
5301,Lotharson 10 Kaplet,obat-alergi
5302,Meclovel Sirup 60 ml,obat-alergi
5303,Metaflu 10 Tablet,obat-alergi
5304,Mexon Sirup 60 ml,obat-alergi
5305,Miratadin Sirup 60 ml,obat-alergi
5306,Nilacelin Syrup 60 ml,obat-alergi
5307,Ocuson 3 Strip (10 Tablet/Strip) - Hemat Borongan,obat-alergi
5308,Omecidal 50 mg 10 Kaplet,obat-alergi
5309,Omegtamine 10 Tablet,obat-alergi
5310,Polacel 10 Tablet,obat-alergi
5311,Polacel Sirup 60 ml,obat-alergi
5312,Polarist 10 Tablet,obat-alergi
5313,Polofar 2 mg 10 Kaplet,obat-alergi
5314,Pritacort 10 Tablet,obat-alergi
5315,Proceles 10 Tablet,obat-alergi
5316,Proceles Sirup 60 ml,obat-alergi
5317,Prohistin 10 mg 10 Tablet,obat-alergi
5318,Pronam 4 mg 10 Kaplet,obat-alergi
5319,Proxona 10 Kaplet,obat-alergi
5320,Rinocet Sirup 60 ml,obat-alergi
5321,Risina 5 mg/5 ml Sirup 60 ml,obat-alergi
5322,Ritez Drops 10 ml,obat-alergi
5323,Ritez FT 10 mg 10 Tablet,obat-alergi
5324,Ritez Sirup 60 ml,obat-alergi
5325,Rydian 10 mg 10 Tablet,obat-alergi
5326,Ryvel Plus 10 Tablet,obat-alergi
5327,Ryzicor 10 mg 10 Tablet,obat-alergi
5328,Simdes Sirup 60 ml,obat-alergi
5329,Simzen 10 mg 10 Tablet,obat-alergi
5330,Simzen 10 mg/ml Drops 20 ml,obat-alergi
5331,Sominal 25 mg 10 Tablet,obat-alergi
5332,Sonamin 10 Kaplet,obat-alergi
5333,Talion 10 mg 10 Tablet,obat-alergi
5334,Trifachlor 4 mg 10 Tablet,obat-alergi
5335,Trisela 10 mg 10 Tablet,obat-alergi
5336,Trisela Sirup 60 ml,obat-alergi
5337,Trodex 10 Kaplet,obat-alergi
5338,Winasal Sirup 60 ml,obat-alergi
5339,Yarizine 10 mg 10 Tablet,obat-alergi
5340,Zecamex 4 mg 12 Tablet,obat-alergi
5341,Zenriz 10 mg 10 Tablet,obat-alergi
5342,Ziloven 4 mg Kaplet,obat-alergi
5343,Zine 5 mg/5 ml Sirup 60 ml,obat-alergi
5344,Zoline 50 mg 10 Kaplet,obat-alergi
5345,Caladine Lotion 60 ml,pereda-gatal
5346,Caladine Lotion 95 ml,pereda-gatal
5347,Herocyn Bedak Kulit 85 g,pereda-gatal
5348,Salicyl Menthol Ika 80 g,pereda-gatal
5349,Herocyn Bedak Kulit 150 g,pereda-gatal
5350,Herocyn Bedak Kulit 50 g,pereda-gatal
5351,Salep Kulit 88 6 g,pereda-gatal
5352,Bedak Salicyl Cap 19 100 g,pereda-gatal
5353,Caladine Gel 50 ml,pereda-gatal
5354,Caladine Lotion 60 ml 2 Botol - Hemat Borongan,pereda-gatal
5355,Caladine Powder Original 60 g Buy 2 Get 1,pereda-gatal
5356,Cap Dragon Bedak Salicyl Menthol 100 g,pereda-gatal
5357,Happy Bedak Salicyl Menthol 60 g,pereda-gatal
5358,Konicare Bedak Biang Keringat 80 g,pereda-gatal
5359,Salep Nosib 14 g,pereda-gatal
5360,Salicyl KF Lotion 60 ml,pereda-gatal
5361,Salicyl Talk 60 g,pereda-gatal
5362,Snake Brand Prickly Heat Lavender Powder 150 g,pereda-gatal
5363,Afiat Salicyl Talk 75 g,pereda-gatal
5364,Caladine Active Fresh Powder 100 g,pereda-gatal
5365,Caladine Powder 60 g,pereda-gatal
5366,Caladine Powder Active Fresh 60 g,pereda-gatal
5367,Caladine Powder Original 100 g,pereda-gatal
5368,Caladine Powder Soft Comfort 100 g,pereda-gatal
5369,Caladine Powder Soft Comfort 60 g,pereda-gatal
5370,Calamed Lotion 100 ml,pereda-gatal
5371,Calamed Powder 75 g,pereda-gatal
5372,Cap Gajah Bedak Salicyl Botol 100 g,pereda-gatal
5373,Cap Gajah Bedak Salicyl Pot 100 g,pereda-gatal
5374,Cap Gajah Salicyl Menthol 100 g,pereda-gatal
5375,Cap Gajah Salicyl SP 20 ml,pereda-gatal
5376,Cap Gajah Salicyl SP 50 ml,pereda-gatal
5377,Cap Lang Purasil Salicylic Powder With Temulawak 60 g,pereda-gatal
5378,Happy Bedak Salicyl 60 g,pereda-gatal
5379,Herocyn Bedak Kulit 85 g 2 Botol - Hemat Borongan,pereda-gatal
5380,Nellco Bedak Salicyl Menthol 60 g,pereda-gatal
5381,Nellco Bedak Salicyl Menthol Genesis 60 g,pereda-gatal
5382,Nellco Bedak Salicyl Non Menthol 60 g,pereda-gatal
5383,Neo Ultracyn Powder 150 g,pereda-gatal
5384,Neo Ultracyn Powder 75 g,pereda-gatal
5385,Resida SC Cair 10 ml,pereda-gatal
5386,Rodeca Lotion 60 ml,pereda-gatal
5387,Salas Salep 19 6 g,pereda-gatal
5388,Salep Kulit 88 6 g 2 Pot - Hemat Borongan,pereda-gatal
5389,Salep Kulit Cap Badak 5 g,pereda-gatal
5390,Salicyl Fresh 60 g,pereda-gatal
5391,Salicyl Talk 100 g,pereda-gatal
5392,Salicyl Talk Ika 80 g,pereda-gatal
5393,Sean Zalf Salep 6 g,pereda-gatal
5394,Snake Brand Prickly Heat Classic Powder 150 g,pereda-gatal
5395,Snake Brand Prickly Heat Classic Powder 300 g,pereda-gatal
5396,Snake Brand Prickly Heat Cool Pink Powder 150 g,pereda-gatal
5397,Snake Brand Prickly Heat Cool Pink Powder 300 g,pereda-gatal
5398,Snake Brand Prickly Heat Herbal Powder 150 g,pereda-gatal
5399,Snake Brand Prickly Heat Lavender Powder 300 g,pereda-gatal
5400,Snake Brand Prickly Heat Ocean Fresh Powder 150 g,pereda-gatal
5401,Snake Brand Prickly Heat Ocean Fresh Powder 300 g,pereda-gatal
5402,Kenalog in Orabase 0.1% Salep 5 g,sariawan-dan-herpes-mulut
5403,Aloclair Plus Gel 8 ml,sariawan-dan-herpes-mulut
5404,Aloclair Plus Spray 15 ml,sariawan-dan-herpes-mulut
5405,Lo Han Kuo Infusion 12 Tablet,sariawan-dan-herpes-mulut
5406,Betadine Throat Spray 50 ml,sariawan-dan-herpes-mulut
5407,Cheng Sie Lung Hau Feng Yao San 1.2 G,sariawan-dan-herpes-mulut
5408,Borax Glycerine Gom 10% Cito 8 ml,sariawan-dan-herpes-mulut
5409,Kuldon Sariawan 650 mg 3 Strip (4 Tablet/Strip) - Hemat Borongan,sariawan-dan-herpes-mulut
5410,Sanjin Watermelon Frost Insufflation 3 G,sariawan-dan-herpes-mulut
5411,Ketricin Orabase 0.1% Salep 5 g,sariawan-dan-herpes-mulut
5412,Komix Lo Han Kuo 4 Sachet,sariawan-dan-herpes-mulut
5413,Lo Han Kuo Infusion 3 Box (12 Boli/Box) - Hemat Borongan,sariawan-dan-herpes-mulut
5414,Tolak Angin Permen Mint Bebas Gula 5 Tablet,sariawan-dan-herpes-mulut
5415,Alang Sari Plus Jeruk Nipis 6 Sachet,sariawan-dan-herpes-mulut
5416,Aloclair Plus Gel 8 ml 2 Tube - Hemat Borongan,sariawan-dan-herpes-mulut
5417,Batsaria 10 ml,sariawan-dan-herpes-mulut
5418,Borax Glycerol 5% 15 ml,sariawan-dan-herpes-mulut
5419,Kuldon Granul Herbal 1000 mg 1 Stickpack,sariawan-dan-herpes-mulut
5420,Kuldon Sariawan 650 mg 4 Tablet,sariawan-dan-herpes-mulut
5421,New Hau Fung San Spray,sariawan-dan-herpes-mulut
5422,Orslim Oral Solution 0.2 % 180 ml,sariawan-dan-herpes-mulut
5423,Perio Kin Spray 40 ml,sariawan-dan-herpes-mulut
5424,Qom Borax Glycerine 10% 10 ml,sariawan-dan-herpes-mulut
5425,Sariaman Gel 6 g,sariawan-dan-herpes-mulut
5426,Sinocort 0.1% Oral Paste 5 g,sariawan-dan-herpes-mulut
5427,Otopain Ear Drop 8 ml,obat-tetes-telinga
5428,Forumen 5 mg/ml Ear Drops 10 ml,obat-tetes-telinga
5429,Otozambon Ear Drops,obat-tetes-telinga
5430,Akilen Ear Drop 5 ml,obat-tetes-telinga
5431,Otilon Ear Drop 8 ml,obat-tetes-telinga
5432,Vital Ear Drops 10 ml,obat-tetes-telinga
5433,Erlamycetin 1% Ear Drops 10 ml,obat-tetes-telinga
5434,Colme Ear Drops 8 ml,obat-tetes-telinga
5435,ETT Plus (Erlamycetin Tetes Telinga Plus) 10 ml,obat-tetes-telinga
5436,Forotic Tetes Telinga 5 ml,obat-tetes-telinga
5437,Ofloxacin Tetes Telinga 3 mg/ml 5 ml,obat-tetes-telinga
5438,Otolin Ear Drop 10 ml,obat-tetes-telinga
5439,Reco Tetes Telinga 1% 10 ml,obat-tetes-telinga
5440,Santadex Ear Drops 20 ml,obat-tetes-telinga
5441,Duoxal Ear Drop 10 ml,obat-tetes-telinga
5442,Forumen 5 mg/ml Ear Drops 10 ml 2 Botol - Hemat Borongan,obat-tetes-telinga
5443,Nelicort Ear Drops 10 ml,obat-tetes-telinga
5444,Tarivid Ear Drop 0.3% 5 ml,obat-tetes-telinga
5445,Tantum Verde Oral Rinse 120 ml,obat-kumur-antiseptik
5446,Enkasari Herbal 120 ml,obat-kumur-antiseptik
5447,Enkasari Herbal 120 ml 2 Botol - Hemat Borongan,obat-kumur-antiseptik
5448,Ika Sariawan 120 ml,obat-kumur-antiseptik
5449,Tantum Verde Oral Rinse 120 ml 2 Botol - Hemat Borongan,obat-kumur-antiseptik
5450,Tantum Verde Solution 60 ml,obat-kumur-antiseptik
5451,Fresmul 60 Kapsul,obat-kumur-antiseptik
5452,Sterimar Blocked Nose Baby 50 ml,kebersihan-hidung
